Employee_ID,Office_ID,First_Name,Last_Name,Job_Title,Pay_Grade,Department,Supervisor_ID,Hire_Date,Employment_Status,Termination_Date
130098,13,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130112,18,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130140,28,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130147,44,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130148,33,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130151,16,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130256,29,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130257,13,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130301,43,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130307,6,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130364,33,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130422,24,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130434,26,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130479,31,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130531,45,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130552,11,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130577,12,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130582,5,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130611,44,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130614,30,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130638,3,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130690,27,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130709,43,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130735,15,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130766,31,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130776,41,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130802,2,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130811,31,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130826,34,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130840,13,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130931,14,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
130948,24,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131076,5,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131083,46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131113,26,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131137,20,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131149,26,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131151,41,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131195,46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131229,21,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131243,37,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131275,36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131323,44,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131324,34,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131479,46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131501,29,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131517,30,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131564,34,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131792,7,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131800,29,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131863,8,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131879,24,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131889,30,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131927,46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131958,22,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
131990,41,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132008,9,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132060,24,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132065,5,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132086,25,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132092,32,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132099,19,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132102,17,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132156,28,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132199,31,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132271,36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132281,33,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132311,25,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132335,31,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132377,42,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132403,10,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132406,46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132435,1,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132456,31,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132472,34,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132497,8,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132505,10,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132551,35,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132572,29,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132577,29,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132581,27,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132648,31,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132719,22,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132720,35,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132737,5,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132741,37,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132799,13,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132817,33,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132853,43,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132885,3,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132904,6,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132960,9,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132967,5,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
132976,36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133027,32,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133033,22,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133048,31,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133050,44,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133151,30,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133173,24,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133184,6,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133195,37,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133200,26,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133213,37,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133244,34,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133248,12,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133334,36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133351,37,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133372,1,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133409,1,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133455,40,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133478,43,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133496,9,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133574,36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133588,26,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133612,24,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133656,45,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133713,17,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133718,46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133732,27,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133841,12,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133886,16,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
133938,20,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134002,25,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134020,35,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134115,29,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134144,45,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134169,30,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134198,41,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134255,5,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134271,40,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134387,42,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134424,45,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134461,1,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134500,10,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134506,25,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134543,10,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134599,2,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134655,15,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134734,21,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134777,26,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134783,34,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134787,3,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134795,16,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134843,27,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134847,12,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134859,31,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134890,15,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134898,12,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134916,38,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134922,1,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134956,12,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134961,29,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134962,37,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
134976,21,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135017,30,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135023,21,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135034,19,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135050,7,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135051,26,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135103,45,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135109,29,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135171,32,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135172,41,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135173,34,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135207,15,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135238,12,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135270,9,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135303,33,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135304,42,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135341,31,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135488,1,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135607,41,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135722,37,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135821,5,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135841,10,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135861,38,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135895,10,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135922,10,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135961,10,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135962,28,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
135969,9,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136023,30,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136044,37,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136059,6,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136095,15,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136103,24,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136124,43,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136215,41,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136216,34,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136234,16,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136251,46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136263,10,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136270,34,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136293,13,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136309,7,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136328,35,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136329,29,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136379,29,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136391,15,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136392,34,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136394,35,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136400,16,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136435,27,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136466,33,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136467,36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136488,31,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136498,10,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136510,15,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136529,13,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136563,5,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136619,24,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136640,4,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136711,1,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136723,41,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136737,17,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136738,46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136753,7,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136776,40,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136836,31,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136840,15,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136850,29,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136851,6,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136855,26,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136879,18,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136932,25,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
136943,24,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137049,34,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137086,33,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137106,26,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137107,15,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137184,13,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137200,4,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137250,3,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137294,34,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137352,21,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137359,20,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137445,19,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137488,46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137502,30,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137544,29,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137558,35,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137582,27,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137629,27,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137642,33,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137698,13,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137767,1,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137787,26,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137800,1,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137802,5,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137815,12,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137844,24,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137860,6,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137863,42,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137881,30,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137950,7,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
137953,29,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138008,10,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138156,24,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138169,21,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138195,7,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138215,9,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138243,36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138266,31,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138312,21,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138393,3,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138424,16,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138457,9,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138500,20,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138591,17,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138609,23,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138663,5,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138698,44,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138707,29,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138717,45,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138750,12,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138754,7,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138755,4,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138770,9,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138793,19,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138799,32,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138802,1,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138808,9,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138814,14,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
138859,31,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
